vOTU	Length	Length_kbp	GC	phylum
vOTU14256	108439	108.439	42.32	Proteobacteria
vOTU14258	18019	18.019	50.25	Proteobacteria
vOTU14259	34751	34.751	55.7	Proteobacteria
vOTU14262	34337	34.337	47.96	Proteobacteria
vOTU14263	76953	76.953	52.51	Proteobacteria
vOTU14265	31388	31.388	52.76	Proteobacteria
vOTU14266	35507	35.507	52.96	Proteobacteria
vOTU14282	10230	10.23	48.53	Proteobacteria
vOTU14293	48981	48.981	55.64	Proteobacteria
vOTU14300	34725	34.725	46.9	Proteobacteria
vOTU14303	20182	20.182	58.14	Proteobacteria
vOTU14305	91895	91.895	29.27	Proteobacteria
vOTU14308	56657	56.657	57.98	Proteobacteria
vOTU14309	27220	27.22	63.46	Proteobacteria
vOTU14324	28261	28.261	58.79	Proteobacteria
vOTU14326	58564	58.564	39.25	Proteobacteria
vOTU14327	45936	45.936	49.28	Proteobacteria
vOTU14334	45217	45.217	40.08	Proteobacteria
vOTU14336	24791	24.791	45.88	Proteobacteria
vOTU14344	32405	32.405	52.66	Proteobacteria
vOTU14345	91340	91.34	38.51	Proteobacteria
vOTU14348	62881	62.881	45.28	Proteobacteria
vOTU14352	24662	24.662	59.05	Proteobacteria
vOTU14360	34571	34.571	38.72	Proteobacteria
vOTU14369	50946	50.946	64.6	Proteobacteria
vOTU14370	35594	35.594	34.41	Proteobacteria
vOTU14373	59680	59.68	35.92	Proteobacteria
vOTU14375	13892	13.892	44.23	Proteobacteria
vOTU14384	60393	60.393	39.6	Proteobacteria
vOTU14385	30129	30.129	64.41	Proteobacteria
vOTU14386	58274	58.274	50.57	Proteobacteria
vOTU14390	23301	23.301	45.58	Proteobacteria
vOTU14393	45037	45.037	40.79	Proteobacteria
vOTU14399	36565	36.565	58.07	Proteobacteria
vOTU14402	41016	41.016	49.08	Proteobacteria
vOTU14406	24882	24.882	61.34	Proteobacteria
vOTU14410	29786	29.786	46.74	Proteobacteria
vOTU14425	28984	28.984	55.11	Proteobacteria
vOTU14443	38805	38.805	50.34	Proteobacteria
vOTU14444	48263	48.263	45.12	Proteobacteria
vOTU14447	45806	45.806	51.42	Proteobacteria
vOTU14449	26833	26.833	28.29	Proteobacteria
vOTU14451	29093	29.093	53.08	Proteobacteria
vOTU14454	20448	20.448	52.21	Proteobacteria
vOTU14459	43170	43.17	42.61	Proteobacteria
vOTU14467	39881	39.881	53.21	Proteobacteria
vOTU14468	16270	16.27	35.43	Proteobacteria
vOTU14476	73318	73.318	49.41	Proteobacteria
vOTU14477	65203	65.203	45.59	Proteobacteria
vOTU14480	42305	42.305	41.82	Proteobacteria
vOTU14483	113364	113.364	46.48	Proteobacteria
vOTU14484	48804	48.804	41.1	Proteobacteria
vOTU14485	51517	51.517	36.43	Proteobacteria
vOTU14487	5619	5.619	45.45	Proteobacteria
vOTU14490	43478	43.478	63.17	Proteobacteria
vOTU14492	28620	28.62	38.12	Proteobacteria
vOTU14498	26419	26.419	42.43	Proteobacteria
vOTU14504	46372	46.372	40.21	Proteobacteria
vOTU14506	45140	45.14	54.58	Proteobacteria
vOTU14512	46654	46.654	51.1	Proteobacteria
vOTU14514	53132	53.132	52.09	Proteobacteria
vOTU14518	61506	61.506	32.58	Proteobacteria
vOTU14519	82126	82.126	49.78	Proteobacteria
vOTU14520	24709	24.709	33.42	Proteobacteria
vOTU14524	60582	60.582	46	Proteobacteria
vOTU14525	6510	6.51	36.24	Proteobacteria
vOTU14526	33784	33.784	50.62	Proteobacteria
vOTU14527	44341	44.341	38.78	Proteobacteria
vOTU14545	26587	26.587	58.18	Proteobacteria
vOTU14551	44026	44.026	34.39	Proteobacteria
vOTU14552	14610	14.61	33.97	Proteobacteria
vOTU14560	47867	47.867	44.68	Proteobacteria
vOTU14564	138702	138.702	55.71	Proteobacteria
vOTU14568	53619	53.619	45.41	Proteobacteria
vOTU14569	130682	130.682	60.23	Proteobacteria
vOTU14572	39071	39.071	51.81	Proteobacteria
vOTU14574	32634	32.634	49.1	Proteobacteria
vOTU14576	40021	40.021	59.42	Proteobacteria
vOTU14590	68529	68.529	28.62	Proteobacteria
vOTU14603	71140	71.14	48.22	Proteobacteria
vOTU14604	32470	32.47	53.26	Proteobacteria
vOTU14607	76127	76.127	44.4	Proteobacteria
vOTU14609	20560	20.56	41.47	Proteobacteria
vOTU14614	33970	33.97	45.98	Proteobacteria
vOTU14616	40919	40.919	58.77	Proteobacteria
vOTU14618	20523	20.523	38.67	Proteobacteria
vOTU14623	86397	86.397	44.24	Proteobacteria
vOTU14626	53662	53.662	42.67	Proteobacteria
vOTU14631	37903	37.903	52.2	Proteobacteria
vOTU14653	22440	22.44	36.46	Proteobacteria
vOTU14668	24690	24.69	54.32	Proteobacteria
vOTU14670	41941	41.941	58.7	Proteobacteria
vOTU14671	55478	55.478	55.2	Proteobacteria
vOTU14682	41006	41.006	39.64	Proteobacteria
vOTU14695	34499	34.499	44.42	Proteobacteria
vOTU14698	34093	34.093	44.18	Proteobacteria
vOTU14701	37103	37.103	64.34	Proteobacteria
vOTU14704	52057	52.057	40	Proteobacteria
vOTU14710	38093	38.093	44.24	Proteobacteria
vOTU14714	48685	48.685	43.58	Proteobacteria
vOTU14716	38592	38.592	39.58	Proteobacteria
vOTU14717	38175	38.175	51.9	Proteobacteria
vOTU14721	21625	21.625	37.12	Proteobacteria
vOTU14731	35217	35.217	53.7	Proteobacteria
vOTU14732	25797	25.797	60.06	Proteobacteria
vOTU14736	23790	23.79	48.76	Proteobacteria
vOTU14739	44018	44.018	41.85	Proteobacteria
vOTU14742	17779	17.779	47.42	Proteobacteria
vOTU14743	11733	11.733	50.4	Proteobacteria
vOTU14744	19656	19.656	48.18	Proteobacteria
vOTU14745	40346	40.346	42.57	Proteobacteria
vOTU14747	50954	50.954	48.81	Proteobacteria
vOTU14748	34561	34.561	44.01	Proteobacteria
vOTU14751	46229	46.229	56.99	Proteobacteria
vOTU14754	42553	42.553	44.54	Proteobacteria
vOTU14755	49081	49.081	54.15	Proteobacteria
vOTU14756	67027	67.027	44.86	Proteobacteria
vOTU14757	88974	88.974	48.07	Proteobacteria
vOTU14759	47371	47.371	45.58	Proteobacteria
vOTU14762	70763	70.763	46.44	Proteobacteria
vOTU14764	27800	27.8	59.53	Proteobacteria
vOTU14769	50845	50.845	37.29	Proteobacteria
vOTU14770	109456	109.456	45.87	Proteobacteria
vOTU14771	16155	16.155	46.07	Proteobacteria
vOTU14774	28050	28.05	44.7	Proteobacteria
vOTU14796	42390	42.39	47.71	Proteobacteria
vOTU14803	129098	129.098	56.46	Proteobacteria
vOTU14813	38524	38.524	44.99	Proteobacteria
vOTU14819	55825	55.825	42.28	Proteobacteria
vOTU14837	5456	5.456	41.61	Proteobacteria
vOTU14840	41598	41.598	35.61	Proteobacteria
vOTU14846	45812	45.812	57.88	Proteobacteria
vOTU14849	34271	34.271	41.89	Proteobacteria
vOTU14850	26385	26.385	48.36	Proteobacteria
vOTU14861	42492	42.492	52.3	Proteobacteria
vOTU14865	94807	94.807	50.73	Proteobacteria
vOTU14868	77584	77.584	34.01	Proteobacteria
vOTU14870	27774	27.774	41.63	Proteobacteria
vOTU14876	25389	25.389	58.65	Proteobacteria
vOTU14883	32511	32.511	51.68	Proteobacteria
vOTU14886	92601	92.601	59.58	Proteobacteria
vOTU14888	24618	24.618	60.11	Proteobacteria
vOTU14890	66449	66.449	56.28	Proteobacteria
vOTU14913	15186	15.186	32.29	Proteobacteria
vOTU14916	36285	36.285	59.69	Proteobacteria
vOTU14917	49657	49.657	45.24	Proteobacteria
vOTU14918	82544	82.544	46.77	Proteobacteria
vOTU14919	71340	71.34	38.56	Proteobacteria
vOTU14920	143776	143.776	49.56	Proteobacteria
vOTU14921	75499	75.499	45.3	Proteobacteria
vOTU14923	59974	59.974	50.24	Proteobacteria
vOTU14925	30078	30.078	45.58	Proteobacteria
vOTU14929	45599	45.599	41.44	Proteobacteria
vOTU14933	35233	35.233	46.25	Proteobacteria
vOTU14944	106619	106.619	36.12	Proteobacteria
vOTU14945	43250	43.25	49.72	Proteobacteria
vOTU14946	16105	16.105	35.16	Proteobacteria
vOTU14948	5386	5.386	44.71	Proteobacteria
vOTU14949	45433	45.433	58.7	Proteobacteria
vOTU14951	31488	31.488	51.63	Proteobacteria
vOTU14953	38273	38.273	57.59	Proteobacteria
vOTU14955	37819	37.819	50.87	Proteobacteria
vOTU14961	49216	49.216	53.22	Proteobacteria
vOTU14964	16182	16.182	32.08	Proteobacteria
vOTU14965	57166	57.166	46.95	Proteobacteria
vOTU14969	28818	28.818	43.89	Proteobacteria
vOTU14970	27528	27.528	53.01	Proteobacteria
vOTU14972	55583	55.583	59.29	Proteobacteria
vOTU14979	46425	46.425	56.64	Proteobacteria
vOTU14981	24608	24.608	53.66	Proteobacteria
vOTU14986	33303	33.303	52.71	Proteobacteria
vOTU14987	72502	72.502	40.93	Proteobacteria
vOTU14988	29579	29.579	60.29	Proteobacteria
vOTU14992	51796	51.796	50.05	Proteobacteria
vOTU14993	32421	32.421	43.37	Proteobacteria
vOTU14996	173266	173.266	34.94	Proteobacteria
vOTU14998	63592	63.592	60.64	Proteobacteria
vOTU15002	33918	33.918	36.4	Proteobacteria
vOTU15005	78617	78.617	40.45	Proteobacteria
vOTU15006	155513	155.513	49.42	Proteobacteria
vOTU15009	15270	15.27	32.4	Proteobacteria
vOTU15014	50819	50.819	53.48	Proteobacteria
vOTU15015	54133	54.133	54.16	Proteobacteria
vOTU15017	53165	53.165	37.07	Proteobacteria
vOTU15020	31404	31.404	37.36	Proteobacteria
vOTU15023	25993	25.993	53.63	Proteobacteria
vOTU15033	34286	34.286	34.49	Proteobacteria
vOTU15034	95422	95.422	54.36	Proteobacteria
vOTU15037	26879	26.879	59.01	Proteobacteria
vOTU15043	90174	90.174	62.01	Proteobacteria
vOTU15044	41882	41.882	50.54	Proteobacteria
vOTU15047	51284	51.284	36.19	Proteobacteria
vOTU15048	25969	25.969	40.64	Proteobacteria
vOTU15053	39298	39.298	53.14	Proteobacteria
vOTU15062	41045	41.045	43.48	Proteobacteria
vOTU15068	39174	39.174	50.2	Proteobacteria
vOTU15071	23749	23.749	42.76	Proteobacteria
vOTU15073	5492	5.492	47.74	Proteobacteria
vOTU15082	116094	116.094	40.96	Proteobacteria
vOTU15083	23544	23.544	49.55	Proteobacteria
vOTU15086	45630	45.63	46.47	Proteobacteria
vOTU15090	55462	55.462	39.03	Proteobacteria
vOTU15094	31781	31.781	57.02	Proteobacteria
vOTU15095	64734	64.734	50.32	Proteobacteria
vOTU15100	95842	95.842	32.03	Proteobacteria
vOTU15102	54375	54.375	49.52	Proteobacteria
vOTU15110	32286	32.286	60.71	Proteobacteria
vOTU15111	17130	17.13	43.22	Proteobacteria
vOTU15117	65775	65.775	30.55	Proteobacteria
vOTU15119	36655	36.655	57.06	Proteobacteria
vOTU15120	30870	30.87	57.21	Proteobacteria
vOTU15121	30235	30.235	50.81	Proteobacteria
vOTU15122	4923	4.923	37.36	Proteobacteria
vOTU15125	31491	31.491	53.04	Proteobacteria
vOTU15131	48682	48.682	54.17	Proteobacteria
vOTU15136	60157	60.157	56.63	Proteobacteria
vOTU15144	23911	23.911	59.24	Proteobacteria
vOTU15145	96355	96.355	46.11	Proteobacteria
vOTU15146	32270	32.27	52.09	Proteobacteria
vOTU15150	23549	23.549	62.69	Proteobacteria
vOTU15152	34296	34.296	41.89	Proteobacteria
vOTU15153	29532	29.532	62.42	Proteobacteria
vOTU15158	21793	21.793	51.97	Proteobacteria
vOTU15160	39397	39.397	58.78	Proteobacteria
vOTU15167	50555	50.555	50.95	Proteobacteria
vOTU15170	40407	40.407	39.39	Proteobacteria
vOTU15171	17498	17.498	37.74	Proteobacteria
vOTU15172	27102	27.102	41.12	Proteobacteria
vOTU15189	105974	105.974	42.08	Proteobacteria
vOTU15190	37399	37.399	39.28	Proteobacteria
vOTU15192	88479	88.479	59.93	Proteobacteria
vOTU15194	69958	69.958	43.68	Proteobacteria
vOTU15198	33297	33.297	58.54	Proteobacteria
vOTU15200	70226	70.226	56.94	Proteobacteria
vOTU15203	5615	5.615	49.58	Proteobacteria
vOTU15206	38773	38.773	44.29	Proteobacteria
vOTU15209	55023	55.023	55.13	Proteobacteria
vOTU15219	63008	63.008	40.34	Proteobacteria
vOTU15221	5035	5.035	41.01	Proteobacteria
vOTU15225	33845	33.845	36.29	Proteobacteria
vOTU15227	26085	26.085	48.81	Proteobacteria
vOTU15228	17509	17.509	57.57	Proteobacteria
vOTU15233	32861	32.861	45.62	Proteobacteria
vOTU15237	36500	36.5	57.19	Proteobacteria
vOTU15238	31892	31.892	28.83	Proteobacteria
vOTU15244	36454	36.454	45.07	Proteobacteria
vOTU15259	43082	43.082	39.99	Proteobacteria
vOTU15264	48203	48.203	44.77	Proteobacteria
vOTU15265	37628	37.628	42.24	Proteobacteria
vOTU15266	16908	16.908	45.25	Proteobacteria
vOTU15271	57934	57.934	45.12	Proteobacteria
vOTU15277	18658	18.658	40	Proteobacteria
vOTU15284	50986	50.986	44.93	Proteobacteria
vOTU15295	24883	24.883	52.66	Proteobacteria
vOTU15298	18066	18.066	52.54	Proteobacteria
vOTU15301	45865	45.865	47.57	Proteobacteria
vOTU15305	55518	55.518	58.84	Proteobacteria
vOTU15306	59052	59.052	51	Proteobacteria
vOTU15307	90070	90.07	39.86	Proteobacteria
vOTU15309	65104	65.104	41.52	Proteobacteria
vOTU15321	40517	40.517	45.85	Proteobacteria
vOTU15322	54521	54.521	43.03	Proteobacteria
vOTU15323	47507	47.507	62.84	Proteobacteria
vOTU15327	46250	46.25	40.35	Proteobacteria
vOTU15337	121834	121.834	58.23	Proteobacteria
vOTU15345	19760	19.76	45.96	Proteobacteria
vOTU15347	21689	21.689	58.17	Proteobacteria
vOTU15352	70224	70.224	42.35	Proteobacteria
vOTU15353	7437	7.437	51.07	Proteobacteria
vOTU15357	42945	42.945	50.97	Proteobacteria
vOTU15358	35548	35.548	52.66	Proteobacteria
vOTU15361	24338	24.338	53.07	Proteobacteria
vOTU15362	47507	47.507	56.54	Proteobacteria
vOTU15364	28432	28.432	52.94	Proteobacteria
vOTU15365	40226	40.226	53.65	Proteobacteria
vOTU15372	34024	34.024	57.55	Proteobacteria
vOTU15375	36249	36.249	49.54	Proteobacteria
vOTU15379	46680	46.68	49.63	Proteobacteria
vOTU15388	63617	63.617	56.81	Proteobacteria
vOTU15391	56344	56.344	40.83	Proteobacteria
vOTU15402	65256	65.256	46.12	Proteobacteria
vOTU15403	70334	70.334	42.87	Proteobacteria
vOTU15405	61735	61.735	43.3	Proteobacteria
vOTU15407	51584	51.584	32.28	Proteobacteria
vOTU15411	22165	22.165	43.61	Proteobacteria
vOTU15412	74724	74.724	38.3	Proteobacteria
vOTU15413	56266	56.266	38.08	Proteobacteria
vOTU15415	58702	58.702	31.59	Proteobacteria
vOTU15421	64396	64.396	31.13	Proteobacteria
vOTU15423	35948	35.948	55.15	Proteobacteria
vOTU15427	81739	81.739	37.49	Proteobacteria
vOTU15433	43234	43.234	48.44	Proteobacteria
vOTU15436	97758	97.758	32.67	Proteobacteria
vOTU15440	26806	26.806	54.2	Proteobacteria
vOTU15445	23274	23.274	50.69	Proteobacteria
vOTU15452	101448	101.448	46.89	Proteobacteria
vOTU15453	86263	86.263	40.92	Proteobacteria
vOTU15461	104408	104.408	44.9	Proteobacteria
vOTU15468	42330	42.33	41.16	Proteobacteria
vOTU15469	56767	56.767	51.53	Proteobacteria
vOTU15475	56336	56.336	29.1	Proteobacteria
vOTU15483	61768	61.768	51.37	Proteobacteria
vOTU15487	27370	27.37	36.59	Proteobacteria
vOTU15491	34317	34.317	57.85	Proteobacteria
vOTU15495	32209	32.209	61.62	Proteobacteria
vOTU15497	45581	45.581	47.51	Proteobacteria
vOTU15498	49708	49.708	43.31	Proteobacteria
vOTU15500	59575	59.575	39.86	Proteobacteria
vOTU15507	36379	36.379	36.72	Proteobacteria
vOTU15508	58862	58.862	44.7	Proteobacteria
vOTU15509	38516	38.516	41.88	Proteobacteria
vOTU15515	37858	37.858	52.14	Proteobacteria
vOTU15521	39799	39.799	47.95	Proteobacteria
vOTU15526	7369	7.369	32.79	Proteobacteria
vOTU15527	96780	96.78	29.07	Proteobacteria
vOTU15528	58231	58.231	45.41	Proteobacteria
vOTU15535	45573	45.573	41.49	Proteobacteria
vOTU15548	50625	50.625	45.47	Proteobacteria
vOTU15550	61545	61.545	54.69	Proteobacteria
vOTU15557	19412	19.412	46.78	Proteobacteria
vOTU15576	38709	38.709	56.23	Proteobacteria
vOTU15578	54828	54.828	36.99	Proteobacteria
vOTU15579	32305	32.305	45.05	Proteobacteria
vOTU15581	77369	77.369	53.27	Proteobacteria
vOTU15597	26629	26.629	46.35	Proteobacteria
vOTU15600	44147	44.147	54.18	Proteobacteria
vOTU15603	71535	71.535	44.44	Proteobacteria
vOTU15615	39688	39.688	40.14	Proteobacteria
vOTU15617	18496	18.496	61.15	Proteobacteria
vOTU15618	54125	54.125	61.05	Proteobacteria
vOTU15620	34859	34.859	27.27	Proteobacteria
vOTU15625	6344	6.344	40.95	Proteobacteria
vOTU15629	23281	23.281	57.1	Proteobacteria
vOTU15632	26159	26.159	46.09	Proteobacteria
vOTU15633	40425	40.425	57.63	Proteobacteria
vOTU15640	36452	36.452	46.95	Proteobacteria
vOTU15642	39978	39.978	54.79	Proteobacteria
vOTU15652	4901	4.901	44.58	Proteobacteria
vOTU15663	28480	28.48	46.71	Proteobacteria
vOTU15669	49276	49.276	45.58	Proteobacteria
vOTU15672	60521	60.521	55.16	Proteobacteria
vOTU15674	15479	15.479	38.05	Proteobacteria
vOTU15680	46970	46.97	38.89	Proteobacteria
vOTU15681	25794	25.794	57.71	Proteobacteria
vOTU15688	49752	49.752	55.95	Proteobacteria
vOTU15703	64697	64.697	42.26	Proteobacteria
vOTU15711	47852	47.852	52.6	Proteobacteria
vOTU15714	57916	57.916	44.36	Proteobacteria
vOTU15715	20910	20.91	54.47	Proteobacteria
vOTU15718	41790	41.79	39.2	Proteobacteria
vOTU15720	37312	37.312	49.35	Proteobacteria
vOTU15721	9654	9.654	49.89	Proteobacteria
vOTU15722	38056	38.056	64.54	Proteobacteria
vOTU15725	6994	6.994	49.49	Proteobacteria
vOTU15734	124222	124.222	26.36	Proteobacteria
vOTU15743	42371	42.371	57.01	Proteobacteria
vOTU15745	33708	33.708	47.97	Proteobacteria
vOTU15751	64514	64.514	31.22	Proteobacteria
vOTU15754	22870	22.87	54.65	Proteobacteria
vOTU15755	57859	57.859	39.44	Proteobacteria
vOTU15760	33141	33.141	44.25	Proteobacteria
vOTU15769	29760	29.76	40.27	Proteobacteria
vOTU15772	62861	62.861	48.5	Proteobacteria
vOTU15774	53900	53.9	51.46	Proteobacteria
vOTU15776	113051	113.051	57	Proteobacteria
vOTU15779	16253	16.253	46.85	Proteobacteria
vOTU15782	67649	67.649	47.76	Proteobacteria
vOTU15785	25484	25.484	56.51	Proteobacteria
vOTU15788	29343	29.343	61.41	Proteobacteria
vOTU15789	101757	101.757	28.18	Proteobacteria
vOTU15793	16261	16.261	43.78	Proteobacteria
vOTU15795	63906	63.906	31.96	Proteobacteria
vOTU15797	29014	29.014	48.38	Proteobacteria
vOTU15798	37684	37.684	41.3	Proteobacteria
vOTU15801	37335	37.335	53.29	Proteobacteria
vOTU15803	63522	63.522	43.94	Proteobacteria
vOTU15807	29589	29.589	38.94	Proteobacteria
vOTU15808	25365	25.365	55.14	Proteobacteria
vOTU15810	26691	26.691	62.08	Proteobacteria
vOTU15811	24157	24.157	37.8	Proteobacteria
vOTU15822	64967	64.967	55.74	Proteobacteria
vOTU15837	46874	46.874	40.35	Proteobacteria
vOTU15844	46220	46.22	47.56	Proteobacteria
vOTU15850	49860	49.86	43.7	Proteobacteria
vOTU15853	59524	59.524	51.19	Proteobacteria
vOTU15858	29172	29.172	61.46	Proteobacteria
vOTU15861	56253	56.253	58.67	Proteobacteria
vOTU15867	147536	147.536	54.12	Proteobacteria
vOTU15868	57208	57.208	54.21	Proteobacteria
vOTU15872	14146	14.146	44.3	Proteobacteria
vOTU15873	24640	24.64	51.08	Proteobacteria
vOTU15876	42147	42.147	36.81	Proteobacteria
vOTU15882	51827	51.827	38.66	Proteobacteria
vOTU15883	63845	63.845	40.72	Proteobacteria
vOTU15889	49494	49.494	59.53	Proteobacteria
vOTU15892	56765	56.765	54.38	Proteobacteria
vOTU15894	68193	68.193	55.26	Proteobacteria
vOTU15897	25246	25.246	44.01	Proteobacteria
vOTU15898	39688	39.688	44.21	Proteobacteria
vOTU15905	22333	22.333	44.67	Proteobacteria
vOTU15911	65469	65.469	42.7	Proteobacteria
vOTU15917	85561	85.561	40.91	Proteobacteria
vOTU15921	40725	40.725	38.54	Proteobacteria
vOTU15926	47735	47.735	56.54	Proteobacteria
vOTU15928	15969	15.969	32.29	Proteobacteria
vOTU15936	66632	66.632	48.47	Proteobacteria
vOTU15944	40263	40.263	53.28	Proteobacteria
vOTU15945	24552	24.552	42.95	Proteobacteria
vOTU15954	7130	7.13	54.04	Proteobacteria
vOTU15957	15054	15.054	34.88	Proteobacteria
vOTU15965	79265	79.265	37.51	Proteobacteria
vOTU15966	36625	36.625	57.87	Proteobacteria
vOTU15967	42393	42.393	42.54	Proteobacteria
vOTU15970	48760	48.76	55.62	Proteobacteria
vOTU15974	81561	81.561	40.83	Proteobacteria
vOTU15981	73947	73.947	50.72	Proteobacteria
vOTU15983	41420	41.42	44.99	Proteobacteria
vOTU15985	33290	33.29	43.34	Proteobacteria
vOTU15988	25571	25.571	54.48	Proteobacteria
vOTU15994	37200	37.2	47.31	Proteobacteria
vOTU15997	22222	22.222	44.34	Proteobacteria
vOTU16004	69861	69.861	63.32	Proteobacteria
vOTU16005	35716	35.716	59.31	Proteobacteria
vOTU16012	26616	26.616	46.18	Proteobacteria
vOTU16018	45075	45.075	48.52	Proteobacteria
vOTU16021	63513	63.513	51.78	Proteobacteria
vOTU16025	81567	81.567	37.66	Proteobacteria
vOTU16030	45350	45.35	53.4	Proteobacteria
vOTU16034	31520	31.52	49.15	Proteobacteria
vOTU16038	38907	38.907	59.68	Proteobacteria
vOTU16046	49080	49.08	51.77	Proteobacteria
vOTU16050	74390	74.39	59.39	Proteobacteria
vOTU16051	47994	47.994	38.22	Proteobacteria
vOTU16056	46685	46.685	50.82	Proteobacteria
vOTU16057	35063	35.063	35.64	Proteobacteria
vOTU16061	26133	26.133	34.73	Proteobacteria
vOTU16064	55275	55.275	38.99	Proteobacteria
vOTU16066	54457	54.457	46.27	Proteobacteria
vOTU16067	31312	31.312	60.13	Proteobacteria
vOTU16068	5051	5.051	41.58	Proteobacteria
vOTU16069	68284	68.284	52.87	Proteobacteria
vOTU16076	134831	134.831	43.45	Proteobacteria
vOTU16079	30987	30.987	56.29	Proteobacteria
vOTU16080	75697	75.697	56.18	Proteobacteria
vOTU16082	49611	49.611	50.84	Proteobacteria
vOTU16094	32479	32.479	48.11	Proteobacteria
vOTU16097	59313	59.313	41.83	Proteobacteria
vOTU16105	49451	49.451	38.35	Proteobacteria
vOTU16106	28364	28.364	47.79	Proteobacteria
vOTU16108	88442	88.442	38.87	Proteobacteria
vOTU16109	23416	23.416	49.67	Proteobacteria
vOTU16112	34231	34.231	45.06	Proteobacteria
vOTU16114	117829	117.829	48.11	Proteobacteria
vOTU16115	21430	21.43	58.54	Proteobacteria
vOTU16120	57272	57.272	41.98	Proteobacteria
vOTU16121	78489	78.489	57.55	Proteobacteria
vOTU16124	26305	26.305	58.97	Proteobacteria
vOTU16134	53701	53.701	47.5	Proteobacteria
vOTU16139	57662	57.662	47.03	Proteobacteria
vOTU16142	108272	108.272	35.08	Proteobacteria
vOTU16144	44862	44.862	49.34	Proteobacteria
vOTU16145	15656	15.656	35.62	Proteobacteria
vOTU16146	121909	121.909	48.27	Proteobacteria
vOTU16147	31187	31.187	33.77	Proteobacteria
vOTU16152	22624	22.624	41.63	Proteobacteria
vOTU16155	38609	38.609	44.24	Proteobacteria
vOTU16156	94373	94.373	36.02	Proteobacteria
vOTU16157	33753	33.753	59	Proteobacteria
vOTU16161	29947	29.947	44.54	Proteobacteria
vOTU16167	30931	30.931	58.53	Proteobacteria
vOTU16168	53396	53.396	45.6	Proteobacteria
vOTU16175	24748	24.748	44.3	Proteobacteria
vOTU16179	16583	16.583	44.23	Proteobacteria
vOTU16182	93651	93.651	36.58	Proteobacteria
vOTU16185	18821	18.821	42.63	Proteobacteria
vOTU16186	108432	108.432	49.41	Proteobacteria
vOTU16189	59931	59.931	54.3	Proteobacteria
vOTU16195	72987	72.987	38.45	Proteobacteria
vOTU16201	32626	32.626	52.17	Proteobacteria
vOTU16204	29515	29.515	39.56	Proteobacteria
vOTU16206	29362	29.362	44.01	Proteobacteria
vOTU16210	84117	84.117	32.01	Proteobacteria
vOTU16215	35187	35.187	45.27	Proteobacteria
vOTU16216	53573	53.573	51.92	Proteobacteria
vOTU16219	5029	5.029	37.86	Proteobacteria
vOTU16221	31461	31.461	29.88	Proteobacteria
vOTU16225	40354	40.354	45.17	Proteobacteria
vOTU16228	59150	59.15	56.65	Proteobacteria
vOTU16231	27005	27.005	53.04	Proteobacteria
vOTU16234	22463	22.463	46.54	Proteobacteria
